label,text,text_clean
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022","free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800, psp or å£250 cash every wk.txt great to 80878 http//<URL> <PHONE>"
ham,You can never do NOTHING,you can never do nothing
ham,Cause I'm not freaky lol,cause i'm not freaky lol
ham,I want to lick your pussy now...,i want to lick your pussy now...
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","hi this is amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,Yo come over carlos will be here soon,yo come over carlos will be here soon
ham,Can come my room but cannot come my house cos my house still messy... Haha...,can come my room but cannot come my house cos my house still messy... haha...
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call <PHONE> now or reply for free delivery tomorrow
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt
ham,K:)k:)good:)study well.,k:)k:)good:)study well.
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs","you know, wot people wear. t shirts, jumpers, hat, belt, is all we know. we r at cribbs"
ham,I am great! How are you?,i am great! how are you?
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.","tunji, how's the queen? how are you doing. this is just wishing you a great day. abiola."
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,so is th gower mate which is where i am!?! how r u man? all is good in wales ill b back åômorrow. c u this wk? who was the msg 4? åð random!
ham,Oh k.i think most of wi and nz players unsold.,oh k.i think most of wi and nz players unsold.
ham,Well i will watch shrek in 3D!!B),well i will watch shrek in 3d!!b)
ham,Po de :-):):-):-):-). No need job aha.,po de :-):):-):-):-). no need job aha.
ham,So wats ur opinion abt him and how abt is character?,so wats ur opinion abt him and how abt is character?
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,7 at esplanade.. do ì_ mind giving me a lift cos i got no car today..
ham,Ok.ok ok..then..whats ur todays plan,ok.ok ok..then..whats ur todays plan
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!","sorry about earlier. putting out fires.are you around to talk after 9? or do you actually have a life, lol!"
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup... i havent been there before... you want to go for the yoga? i can call up to book
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite","lol ... oh no babe, i wont be sliding into your place after midnight, but thanks for the invite"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u"
ham,"Ela kano.,il download, come wen ur free..","ela kano.,il download, come wen ur free.."
ham,"Sorry, I'll call later In meeting.","sorry, i'll call later in meeting."
ham,"We're all getting worried over here, derek and taylor have already assumed the worst","we're all getting worried over here, derek and taylor have already assumed the worst"
ham,Left dessert. U wan me 2 go suntec look 4 u?,left dessert. u wan me 2 go suntec look 4 u?
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,todays voda numbers ending 1225 are selected to receive a å£50award. if you have a match please call <PHONE> quoting claim code 3100 standard rates app
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester","lemme know when i can swing by and pick up, i'm free basically any time after 1 all this semester"
ham,"Aight, I'll hit you up when I get some cash","aight, i'll hit you up when i get some cash"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,Really good:)dhanush rocks once again:),really good:)dhanush rocks once again:)
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,just buy a pizza. meat lovers or supreme. u get to pick.
ham,Want to finally have lunch today?,want to finally have lunch today?
ham,I want snow. It's just freezing and windy.,i want snow. it's just freezing and windy.
ham,I told your number to gautham..,i told your number to gautham..
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me","aight text me when you're back at mu and i'll swing by, need somebody to get the door for me"
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,eh ur laptop got no stock lei... he say mon muz come again to take a look c got a not...
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: <PHONE> hg/suite342/2lands row/w1j6hl
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,hey mate. spoke to the mag people. weû÷re on. the is deliver by the end of the month. deliver on the 24th sept. talk later.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""","for your chance to win a free bluetooth headset then simply reply back with \adp\"""""
ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,aiyo a bit pai seh ì_ noe... scared he dun rem who i am then die... hee... but he become better lookin oredi leh...
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look at the fuckin time. what the fuck you think is up
ham,Now? I'm going out 4 dinner soon..,now? i'm going out 4 dinner soon..
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent! we are trying to contact you. last weekends draw shows that you have won a å£900 prize guaranteed. call <PHONE>. claim code s89. valid 12hrs only
ham,"Me not waking up until 4 in the afternoon, sup","me not waking up until 4 in the afternoon, sup"
ham,Stop knowing me so well!,stop knowing me so well!
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*","buzz! hey, my love ! i think of you and hope your day goes well. did you sleep in ? i miss you babe. i long for the moment we are together again*loving smile*"
ham,Change windows logoff sound..,change windows logoff sound..
ham,But we havent got da topic yet rite?,but we havent got da topic yet rite?
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!","oh mr sheffield! you wanna play that game, okay. you're the boss and i'm the nanny. you give me a raise and i'll give you one!!"
ham,I dont know exactly could you ask chechi.,i dont know exactly could you ask chechi.
ham,I know you are serving. I mean what are you doing now.,i know you are serving. i mean what are you doing now.
ham,Remember on that day..,remember on that day..
ham,At 7 we will go ok na.,at 7 we will go ok na.
ham,I cant wait to see you! How were the photos were useful? :),i cant wait to see you! how were the photos were useful? :)
ham,I havent add Ì_ yet right.. ,i havent add ì_ yet right..
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,how are you with money...as in to you...money aint a thing....how are you sha!
ham,Rats. Hey did u ever vote for the next themes?,rats. hey did u ever vote for the next themes?
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us","wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,"Well, I meant as opposed to my drunken night of before","well, i meant as opposed to my drunken night of before"
ham,Its going good...no problem..but still need little experience to understand american customer voice...,its going good...no problem..but still need little experience to understand american customer voice...
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,bishan lar nearer... no need buy so early cos if buy now i gotta park my car...
ham,Oh that was a forwarded message. I thought you send that to me,oh that was a forwarded message. i thought you send that to me
ham,Nite...,nite...
ham,"Pity, * was in mood for that. So...any other suggestions?","pity, * was in mood for that. so...any other suggestions?"
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back in brum! thanks for putting us up and keeping us all and happy. see you soon
